date,home_team,away_team,home_score,away_score,result,competition
2005-05-08,Argentina,Chile,48,13,Argentina,"South American Rugby Championship ""A"""
2005-05-08,Japan,Hong Kong,91,3,Japan,Rugby World Cup Qualifiers (2007)
2005-05-11,Uruguay,Chile,34,25,Uruguay,"South American Rugby Championship ""A"""
2005-05-15,Argentina,Uruguay,27,21,Argentina,"South American Rugby Championship ""A"""
2005-05-15,South Korea,Japan,31,50,Japan,Rugby World Cup Qualifiers (2007)
2005-05-23,British and Irish Lions,Argentina,25,25,Draw,British & Irish Lions in New Zealand
2005-05-25,Canada,United States,30,26,Canada,Toshiba Super Cup
2005-05-25,Japan,Romania,23,16,Japan,Toshiba Super Cup
2005-05-29,Japan,Canada,10,15,Canada,Toshiba Super Cup
2005-05-29,Romania,United States,22,28,United States,Toshiba Super Cup
2005-06-03,Fiji,New Zealand Maori,27,29,New Zealand Maori,New Zealand Maori in Fiji
2005-06-04,United States,Wales,3,77,Wales,Wales in North America
2005-06-05,Romania,Scotland,19,39,Scotland,Scotland in Romania
2005-06-10,All Blacks,Fiji,91,0,All Blacks,Fiji in New Zealand
2005-06-11,Argentina,Italy,35,21,Argentina,Italy in Argentina & Australia
2005-06-11,Australia,Samoa,74,7,Australia,Samoa in Australia and New Zealand
2005-06-11,Canada,Wales,3,60,Wales,Wales in North America
2005-06-11,South Africa,Uruguay,134,3,South Africa,Uruguay in South Africa
2005-06-12,Japan,Ireland,12,44,Ireland,Ireland in Japan
2005-06-17,Argentina,Italy,29,30,Italy,Italy in Argentina & Australia
2005-06-18,South Africa,France,30,30,Draw,France in South Africa & Australia
2005-06-19,Japan,Ireland,18,47,Ireland,Ireland in Japan
2005-06-25,All Blacks,British and Irish Lions,21,3,All Blacks,British & Irish Lions in New Zealand
2005-06-25,Australia,Italy,69,21,Australia,Italy in Argentina & Australia
2005-06-25,Fiji,Tonga,19,11,Fiji,Pacific Tri-Nations
2005-06-25,South Africa,France,27,13,South Africa,France in South Africa & Australia
2005-07-02,All Blacks,British and Irish Lions,48,18,All Blacks,British & Irish Lions in New Zealand
2005-07-02,Australia,France,37,31,Australia,France in South Africa & Australia
2005-07-02,Canada,Argentina,22,15,Canada,Argentina in Canada
2005-07-02,Samoa,Tonga,50,28,Samoa,Pacific Tri-Nations
2005-07-09,All Blacks,British and Irish Lions,38,19,All Blacks,British & Irish Lions in New Zealand
2005-07-09,Australia,South Africa,30,12,Australia,Mandela Challenge Plate
2005-07-09,Samoa,Fiji,36,10,Samoa,Pacific Tri-Nations
2005-07-16,Tonga,Fiji,19,24,Fiji,Pacific Tri-Nations
2005-07-22,Tonga,Samoa,19,30,Samoa,Pacific Tri-Nations
2005-07-23,South Africa,Australia,33,20,South Africa,Mandela Challenge Plate
2005-07-30,Fiji,Samoa,21,15,Fiji,Pacific Tri-Nations
2005-07-30,South Africa,Australia,22,16,South Africa,Tri Nations
2005-08-06,South Africa,All Blacks,22,16,South Africa,Tri Nations
2005-08-13,Australia,All Blacks,13,30,All Blacks,Tri Nations
2005-08-20,Australia,South Africa,19,22,South Africa,Tri Nations
2005-08-27,All Blacks,South Africa,31,27,All Blacks,Tri Nations
2005-09-03,All Blacks,Australia,34,24,All Blacks,Tri Nations
2005-11-05,Argentina,South Africa,23,34,South Africa,South Africa in Argentina & Europe
2005-11-05,France,Australia,26,16,France,Australia in Europe
2005-11-05,Japan,Spain,44,29,Japan,Spain in Japan
2005-11-05,Wales,All Blacks,3,41,All Blacks,All Blacks in United Kingdom
2005-11-11,Wales,Fiji,11,10,Wales,Fiji in Europe
2005-11-12,England,Australia,26,16,England,Australia in Europe
2005-11-12,France,Canada,50,6,France,Canada in Europe
2005-11-12,Ireland,All Blacks,7,45,All Blacks,All Blacks in United Kingdom
2005-11-12,Italy,Tonga,48,0,Italy,Tonga in Europe
2005-11-12,Scotland,Argentina,19,23,Argentina,Argentina in Europe
2005-11-19,England,All Blacks,19,23,All Blacks,All Blacks in United Kingdom
2005-11-19,France,Tonga,43,8,France,Tonga in Europe
2005-11-19,Ireland,Australia,14,30,Australia,Australia in Europe
2005-11-19,Italy,Argentina,22,39,Argentina,Argentina in Europe
2005-11-19,Portugal,Fiji,17,26,Fiji,Fiji in Europe
2005-11-19,Wales,South Africa,16,33,South Africa,South Africa in Argentina & Europe
2005-11-20,Scotland,Samoa,18,11,Scotland,Samoa in Europe & Argentina
2005-11-26,England,Samoa,40,3,England,Samoa in Europe & Argentina
2005-11-26,France,South Africa,26,20,France,South Africa in Argentina & Europe
2005-11-26,Ireland,Romania,43,12,Ireland,Romania in Ireland
2005-11-26,Italy,Fiji,23,8,Italy,Fiji in Europe
2005-11-26,Scotland,All Blacks,10,29,All Blacks,All Blacks in United Kingdom
2005-11-26,Wales,Australia,24,22,Wales,Australia in Europe
2005-12-03,Argentina,Samoa,12,28,Samoa,Samoa in Europe & Argentina
2006-02-04,England,Wales,47,13,England,Six Nations Championship
2006-02-04,Ireland,Italy,26,16,Ireland,Six Nations Championship
2006-02-05,Scotland,France,20,16,Scotland,Six Nations Championship
2006-02-11,France,Ireland,43,31,France,Six Nations Championship
2006-02-11,Italy,England,16,31,England,Six Nations Championship
2006-02-12,Wales,Scotland,28,18,Wales,Six Nations Championship
2006-02-25,France,Italy,37,12,France,Six Nations Championship
2006-02-25,Scotland,England,18,12,Scotland,Six Nations Championship
2006-02-26,Ireland,Wales,31,5,Ireland,Six Nations Championship
2006-03-11,Ireland,Scotland,15,9,Ireland,Six Nations Championship
2006-03-11,Wales,Italy,18,18,Draw,Six Nations Championship
2006-03-12,France,England,31,6,France,Six Nations Championship
2006-03-18,England,Ireland,24,28,Ireland,Six Nations Championship
2006-03-18,Italy,Scotland,10,13,Scotland,Six Nations Championship
2006-03-18,Wales,France,16,21,France,Six Nations Championship
2006-04-16,Japan,Arabian Gulf,82,9,Japan,Asian Rugby Series
2006-04-23,Japan,South Korea,50,14,Japan,Asian Rugby Series
2006-04-29,Sri Lanka,China,30,0,Sri Lanka,Asian Rugby Series
2006-05-05,Arabian Gulf,South Korea,5,20,South Korea,Asian Rugby Series
2006-05-14,Hong Kong,Sri Lanka,42,14,Hong Kong,Asian Rugby Series
2006-05-14,Japan,Georgia,32,7,Japan,Georgia in Japan
2006-05-21,China,Hong Kong,7,23,Hong Kong,Asian Rugby Series
2006-06-04,Japan,Tonga,16,57,Tonga,IRB Pacific 5 Nations
2006-06-05,Malaysia,India,61,20,Malaysia,Asian Rugby Series
2006-06-07,Thailand,India,50,28,Thailand,Asian Rugby Series
2006-06-08,Singapore,Kazakhstan,0,29,Kazakhstan,Asian Rugby Series
2006-06-10,All Blacks,Ireland,34,23,All Blacks,Ireland in New Zealand & Australia
2006-06-10,South Africa,Scotland,36,16,South Africa,Scotland in South Africa
2006-06-10,Tonga,Fiji,24,23,Tonga,IRB Pacific 5 Nations
2006-06-11,Argentina,Wales,27,25,Argentina,Wales in Argentina
2006-06-11,Australia,England,34,3,Australia,England in Australia
2006-06-11,Japan,Italy,6,52,Italy,Italy in Japan & Fiji
2006-06-11,Taiwan,Kazakhstan,20,18,Taiwan,Asian Rugby Series
2006-06-14,Singapore,Taiwan,34,22,Singapore,Asian Rugby Series
2006-06-17,All Blacks,Ireland,27,17,All Blacks,Ireland in New Zealand & Australia
2006-06-17,Argentina,Wales,45,27,Argentina,Wales in Argentina
2006-06-17,Australia,England,43,18,Australia,England in Australia
2006-06-17,Fiji,Italy,29,18,Fiji,Italy in Japan & Fiji
2006-06-17,Romania,France,14,62,France,France in Romania & South Africa
2006-06-17,Samoa,Japan,53,9,Samoa,IRB Pacific 5 Nations
2006-06-17,South Africa,Scotland,29,15,South Africa,Scotland in South Africa
2006-06-24,Argentina,All Blacks,19,25,All Blacks,All Blacks in Argentina
2006-06-24,Australia,Ireland,37,15,Australia,Ireland in New Zealand & Australia
2006-06-24,Cook Islands,Tonga,10,77,Tonga,Rugby World Cup Qualifiers (2007)
2006-06-24,Fiji,Samoa,23,20,Fiji,IRB Pacific 5 Nations
2006-06-24,Junior All Blacks,Japan,38,8,Junior All Blacks,IRB Pacific 5 Nations
2006-06-24,South Africa,France,26,36,France,France in Romania & South Africa
2006-07-01,Chile,Argentina,13,60,Argentina,"South American Rugby Championship ""A"""
2006-07-01,Japan,Fiji,15,29,Fiji,IRB Pacific 5 Nations
2006-07-01,Samoa,Tonga,36,0,Samoa,IRB Pacific 5 Nations
2006-07-08,All Blacks,Australia,32,12,All Blacks,Tri Nations
2006-07-08,Argentina,Uruguay,26,0,Argentina,"South American Rugby Championship ""A"""
2006-07-08,Tonga,Cook Islands,90,0,Tonga,Rugby World Cup Qualifiers (2007)
2006-07-15,Australia,South Africa,49,0,Australia,Tri Nations
2006-07-22,All Blacks,South Africa,35,17,All Blacks,Tri Nations
2006-07-22,Thailand,Malaysia,26,37,Malaysia,Asian Rugby Series
2006-07-22,Uruguay,Chile,43,15,Uruguay,"South American Rugby Championship ""A"""
2006-07-29,Australia,All Blacks,9,13,All Blacks,Tri Nations
2006-08-05,Australia,South Africa,20,18,Australia,Tri Nations
2006-08-19,All Blacks,Australia,34,27,All Blacks,Tri Nations
2006-08-26,South Africa,All Blacks,26,45,All Blacks,Tri Nations
2006-09-02,South Africa,All Blacks,21,20,South Africa,Tri Nations
2006-09-09,South Africa,Australia,24,16,South Africa,Tri Nations
2006-10-07,Italy,Portugal,83,0,Italy,Rugby World Cup Qualifiers (2007)
2006-10-14,Russia,Italy,7,67,Italy,Rugby World Cup Qualifiers (2007)
2006-11-04,Wales,Australia,29,29,Draw,Australia in Europe
2006-11-05,England,All Blacks,20,41,All Blacks,All Blacks in Europe
2006-11-11,England,Argentina,18,25,Argentina,Argentina in Europe
2006-11-11,France,All Blacks,3,47,All Blacks,All Blacks in Europe
2006-11-11,Ireland,South Africa,32,15,Ireland,South Africa in United Kingdom
2006-11-11,Italy,Australia,18,25,Australia,Australia in Europe
2006-11-11,Scotland,Romania,48,6,Scotland,Romania in Scotland
2006-11-11,Wales,Pacific Islanders,38,20,Wales,Pacific Islanders in United Kingdom
2006-11-17,Wales,Canada,61,26,Wales,Canada in Europe
2006-11-18,England,South Africa,23,21,England,South Africa in United Kingdom
2006-11-18,France,All Blacks,11,23,All Blacks,All Blacks in Europe
2006-11-18,Hong Kong,Japan,3,52,Japan,Rugby World Cup Qualifiers (2007)
2006-11-18,Italy,Argentina,16,23,Argentina,Argentina in Europe
2006-11-18,Scotland,Pacific Islanders,34,22,Scotland,Pacific Islanders in United Kingdom
2006-11-19,Ireland,Australia,21,6,Ireland,Australia in Europe
2006-11-25,England,South Africa,14,25,South Africa,South Africa in United Kingdom
2006-11-25,France,Argentina,27,26,France,Argentina in Europe
2006-11-25,Italy,Canada,41,6,Italy,Canada in Europe
2006-11-25,Japan,South Korea,54,0,Japan,Rugby World Cup Qualifiers (2007)
2006-11-25,Scotland,Australia,15,44,Australia,Australia in Europe
2006-11-25,Wales,All Blacks,10,45,All Blacks,All Blacks in Europe
2006-11-26,Ireland,Pacific Islanders,61,17,Ireland,Pacific Islanders in United Kingdom
2007-02-03,England,Scotland,42,20,England,Six Nations Championship
2007-02-03,Italy,France,3,39,France,Six Nations Championship
2007-02-04,Wales,Ireland,9,19,Ireland,Six Nations Championship
2007-02-10,England,Italy,20,7,England,Six Nations Championship
2007-02-10,Scotland,Wales,21,9,Scotland,Six Nations Championship
2007-02-10,South Korea,Tonga,3,85,Tonga,Rugby World Cup Qualifiers (2007)
2007-02-11,Ireland,France,17,20,France,Six Nations Championship
2007-02-24,France,Wales,32,21,France,Six Nations Championship
2007-02-24,Ireland,England,43,13,Ireland,Six Nations Championship
2007-02-24,Scotland,Italy,17,37,Italy,Six Nations Championship
2007-03-10,Italy,Wales,23,20,Italy,Six Nations Championship
2007-03-10,Scotland,Ireland,18,19,Ireland,Six Nations Championship
2007-03-11,England,France,26,18,England,Six Nations Championship
2007-03-17,France,Scotland,46,19,France,Six Nations Championship
2007-03-17,Italy,Ireland,24,51,Ireland,Six Nations Championship
2007-03-17,Wales,England,27,18,Wales,Six Nations Championship
2007-04-22,Japan,South Korea,82,0,Japan,Asian Rugby Championship
2007-04-29,Japan,Hong Kong,73,3,Japan,Asian Rugby Championship
2007-05-19,Samoa,Fiji,8,3,Samoa,IRB Pacific Nations Cup
2007-05-25,Australia A,Tonga,60,15,Australia A,IRB Pacific Nations Cup
2007-05-26,Argentina,Ireland,22,20,Argentina,Ireland in Argentina
2007-05-26,Australia,Wales,29,23,Australia,Wales in Australia
2007-05-26,Fiji,Japan,30,15,Fiji,IRB Pacific Nations Cup
2007-05-26,South Africa,England,58,10,South Africa,England in South Africa
2007-06-02,All Blacks,France,42,11,All Blacks,France in New Zealand
2007-06-02,Argentina,Ireland,16,0,Argentina,Ireland in Argentina
2007-06-02,Australia,Wales,31,0,Australia,Wales in Australia
2007-06-02,South Africa,England,55,22,South Africa,England in South Africa
2007-06-02,Tonga,Japan,17,20,Japan,IRB Pacific Nations Cup
2007-06-02,Uruguay,Italy,5,29,Italy,Italy in South America
2007-06-09,All Blacks,France,61,10,All Blacks,France in New Zealand
2007-06-09,Argentina,Italy,24,6,Argentina,Italy in South America
2007-06-09,Australia,Fiji,49,0,Australia,Fiji in Australia
2007-06-09,Australia A,Japan,71,10,Australia A,IRB Pacific Nations Cup
2007-06-09,South Africa,Samoa,35,8,South Africa,Samoa in South Africa
2007-06-16,All Blacks,Canada,64,13,All Blacks,Canada in New Zealand
2007-06-16,Fiji,Tonga,15,21,Tonga,IRB Pacific Nations Cup
2007-06-16,Japan,Samoa,3,13,Samoa,IRB Pacific Nations Cup
2007-06-16,South Africa,Australia,22,19,South Africa,Tri Nations
2007-06-23,Samoa,Tonga,50,3,Samoa,IRB Pacific Nations Cup
2007-06-23,South Africa,All Blacks,21,26,All Blacks,Tri Nations
2007-06-24,Japan,Junior All Blacks,3,51,Junior All Blacks,IRB Pacific Nations Cup
2007-06-30,Australia,All Blacks,20,15,Australia,Tri Nations
2007-07-07,Australia,South Africa,25,17,Australia,Tri Nations
2007-07-14,All Blacks,South Africa,33,6,All Blacks,Tri Nations
2007-07-21,All Blacks,Australia,26,12,All Blacks,Tri Nations
2007-08-04,England,Wales,62,5,England,Rugby World Cup Warm Up Matches
2007-08-11,England,France,15,21,France,Rugby World Cup Warm Up Matches
2007-08-11,Scotland,Ireland,31,21,Scotland,Rugby World Cup Warm Up Matches
2007-08-15,South Africa,Namibia,105,13,South Africa,Namibia in South Africa
2007-08-18,France,England,22,9,France,Rugby World Cup Warm Up Matches
2007-08-18,Italy,Japan,36,12,Italy,Rugby World Cup Warm Up Matches
2007-08-18,Wales,Argentina,27,20,Wales,Rugby World Cup Warm Up Matches
2007-08-24,Ireland,Italy,23,20,Ireland,Rugby World Cup Warm Up Matches
2007-08-25,Scotland,South Africa,3,27,South Africa,Rugby World Cup Warm Up Matches
2007-08-26,Wales,France,7,34,France,Rugby World Cup Warm Up Matches
2007-09-07,France,Argentina,12,17,Argentina,Rugby World Cup
2007-09-08,All Blacks,Italy,76,14,All Blacks,Rugby World Cup
2007-09-08,Australia,Japan,91,3,Australia,Rugby World Cup
2007-09-08,England,United States,28,10,England,Rugby World Cup
2007-09-09,Canada,Wales,17,42,Wales,Rugby World Cup
2007-09-09,Ireland,Namibia,32,17,Ireland,Rugby World Cup
2007-09-09,Portugal,Scotland,10,56,Scotland,Rugby World Cup
2007-09-09,South Africa,Samoa,59,7,South Africa,Rugby World Cup
2007-09-11,Argentina,Georgia,33,3,Argentina,Rugby World Cup
2007-09-12,Italy,Romania,24,18,Italy,Rugby World Cup
2007-09-12,Japan,Fiji,31,35,Fiji,Rugby World Cup
2007-09-12,United States,Tonga,15,25,Tonga,Rugby World Cup
2007-09-14,England,South Africa,0,36,South Africa,Rugby World Cup
2007-09-15,All Blacks,Portugal,108,13,All Blacks,Rugby World Cup
2007-09-15,Ireland,Georgia,14,10,Ireland,Rugby World Cup
2007-09-15,Wales,Australia,20,32,Australia,Rugby World Cup
2007-09-16,Fiji,Canada,29,16,Fiji,Rugby World Cup
2007-09-16,France,Namibia,87,10,France,Rugby World Cup
2007-09-16,Samoa,Tonga,15,19,Tonga,Rugby World Cup
2007-09-18,Scotland,Romania,42,0,Scotland,Rugby World Cup
2007-09-19,Italy,Portugal,31,5,Italy,Rugby World Cup
2007-09-20,Wales,Japan,72,18,Wales,Rugby World Cup
2007-09-21,France,Ireland,25,3,France,Rugby World Cup
2007-09-22,England,Samoa,44,22,England,Rugby World Cup
2007-09-22,South Africa,Tonga,30,25,South Africa,Rugby World Cup
2007-09-23,Australia,Fiji,55,12,Australia,Rugby World Cup
2007-09-23,Scotland,All Blacks,0,40,All Blacks,Rugby World Cup
2007-09-25,Canada,Japan,12,12,Draw,Rugby World Cup
2007-09-25,Romania,Portugal,14,10,Romania,Rugby World Cup
2007-09-26,Georgia,Namibia,30,0,Georgia,Rugby World Cup
2007-09-26,Samoa,United States,25,21,Samoa,Rugby World Cup
2007-09-28,England,Tonga,36,20,England,Rugby World Cup
2007-09-29,All Blacks,Romania,85,8,All Blacks,Rugby World Cup
2007-09-29,Australia,Canada,37,6,Australia,Rugby World Cup
2007-09-29,Italy,Scotland,16,18,Scotland,Rugby World Cup
2007-09-29,Wales,Fiji,34,38,Fiji,Rugby World Cup
2007-09-30,France,Georgia,64,7,France,Rugby World Cup
2007-09-30,Ireland,Argentina,15,30,Argentina,Rugby World Cup
2007-09-30,South Africa,United States,64,15,South Africa,Rugby World Cup
2007-10-06,All Blacks,France,18,20,France,Rugby World Cup
2007-10-06,Australia,England,10,12,England,Rugby World Cup
2007-10-07,Argentina,Scotland,19,13,Argentina,Rugby World Cup
2007-10-07,South Africa,Fiji,37,20,South Africa,Rugby World Cup
2007-10-13,England,France,14,9,England,Rugby World Cup
2007-10-14,South Africa,Argentina,37,13,South Africa,Rugby World Cup
2007-10-19,France,Argentina,10,34,Argentina,Rugby World Cup
2007-10-20,England,South Africa,6,15,South Africa,Rugby World Cup
2007-11-24,Wales,South Africa,12,34,South Africa,South Africa in United Kingdom
2008-02-02,England,Wales,19,26,Wales,Six Nations Championship
2008-02-02,Ireland,Italy,16,11,Ireland,Six Nations Championship
2008-02-03,Scotland,France,6,27,France,Six Nations Championship
2008-02-09,France,Ireland,26,21,France,Six Nations Championship
2008-02-09,Wales,Scotland,30,15,Wales,Six Nations Championship
2008-02-10,Italy,England,19,23,England,Six Nations Championship
2008-02-23,France,England,13,24,England,Six Nations Championship
2008-02-23,Ireland,Scotland,34,13,Ireland,Six Nations Championship
2008-02-23,Wales,Italy,47,8,Wales,Six Nations Championship
2008-03-08,Ireland,Wales,12,16,Wales,Six Nations Championship
2008-03-08,Scotland,England,15,9,Scotland,Six Nations Championship
2008-03-09,France,Italy,25,13,France,Six Nations Championship
2008-03-15,England,Ireland,33,10,England,Six Nations Championship
2008-03-15,Italy,Scotland,23,20,Italy,Six Nations Championship
2008-03-15,Wales,France,29,12,Wales,Six Nations Championship
2008-04-26,Arabian Gulf,Hong Kong,12,20,Hong Kong,Asian Five Nations
2008-04-26,South Korea,Japan,17,39,Japan,Asian Five Nations
2008-05-03,Hong Kong,Kazakhstan,23,17,Hong Kong,Asian Five Nations
2008-05-03,Japan,Arabian Gulf,114,6,Japan,Asian Five Nations
2008-05-09,Arabian Gulf,South Korea,20,43,South Korea,Asian Five Nations
2008-05-10,Kazakhstan,Japan,6,82,Japan,Asian Five Nations
2008-05-18,Japan,Hong Kong,75,29,Japan,Asian Five Nations
2008-05-18,South Korea,Kazakhstan,40,21,South Korea,Asian Five Nations
2008-05-24,Hong Kong,South Korea,24,50,South Korea,Asian Five Nations
